policy_id,policy_name,condition_id,condition_name,condition_query,condition_enabled
1043104,KPT: Low-urgency,15974822,Too long since last log cleaner run,"FROM KafkaBrokerStats SELECT max(logCleanerTimeSinceLastRunMs) WHERE (cluster LIKE 'stg-%-kafka') FACET cluster, broker",True
1043125,User Threshold Test,15975191,User Threshold Alert,FROM NrMTDConsumption SELECT latest(usersBillable),True
1079841,tomtest,16188233,test,SELECT count(*) from Transaction ,True
1079964,Goleno Validation,24357179,Test of amplitude events,FROM WorkloadStatus SELECT max(statusValueCode),True
1079964,Goleno Validation,24357057,Check This Out,FROM Transaction SELECT average(duration) WHERE appName = 'Yo Noid',False
1079964,Goleno Validation,20973380,Add Tags to Conditions,SELECT count(*) from Transaction where appName = 'clm-10 (stg-frugal-watch)',False
1079964,Goleno Validation,20973375,test of user leap,select count(*) from Transaction WHERE appName = 'kafka-admin (stg-minor-wave)',False
1168706,PROD ZUORA USAGE SYNC,24201632,USAGE JOB PROCESSED 0 RECORDS,"SELECT count(*) FROM BA_INTEGRATION_EVENT WHERE env = 'PRODUCTION' and result = 'IGNORED' and messageType='CPM_USAGE' and requestBody like '%No CPM Usage data to process%'facet resultMessage, rpmId with TIMEZONE 'America/Los_Angeles' ",True
1168706,PROD ZUORA USAGE SYNC,23359462,USAGE JOB RUNNING AFTER 7AM,"SELECT count(*) from BA_INTEGRATION_EVENT WHERE env  = 'PRODUCTION' and messageType='CPM_USAGE' and hourOf(timestamp) > ('7:00') FACET rpmId, resultMessage with TIMEZONE 'America/Los_Angeles'",True
1168706,PROD ZUORA USAGE SYNC,17688659,USAGE FAILED TO ZUORA,"SELECT count(*) as failures FROM BA_INTEGRATION_EVENT WHERE env = 'PRODUCTION' and result = 'FAILED' and messageType='CPM_USAGE' and retryCount >=3 FACET rpmId, resultMessage with TIMEZONE 'America/Los_Angeles'",True
1189893,Staging Kafka Producer Throttling Via Quotas - QUEX,19110093,DRL Producer Throttling,"SELECT max(produceThrottleTimeMs) FROM KafkaClientStats FACET cluster WHERE clientId = 'producer.dirac-resource-limiter.dirac' AND cluster IN ('stg-celly-mcface-kafka','stg-floppy-dip-kafka','stg-graphic-design-kafka','stg-purple-price-kafka')",True
1189893,Staging Kafka Producer Throttling Via Quotas - QUEX,19110091,Newt Producer Throttling,"SELECT max(produceThrottleTimeMs) FROM KafkaClientStats FACET cluster WHERE clientId = 'producer.filters.newt.dirac' AND cluster IN ('stg-celly-mcface-kafka','stg-floppy-dip-kafka','stg-graphic-design-kafka','stg-purple-price-kafka')",True
1217519,LOGGING: [Staging] Kafka Quotas,17962610,Kafka Producers Near Quota Limit,"SELECT max(produceByteRateSec/produceQuotaBytePerSec)*100 FROM KafkaClientStats WHERE clientId LIKE 'producer.%.logging' AND produceQuotaBytePerSec > 0 AND environment in ('staging','us-staging') FACET clientId, cluster, broker",True
1217519,LOGGING: [Staging] Kafka Quotas,17962608,Kafka Producers Throttling,"SELECT max(produceThrottleTimeMs) FROM KafkaClientStats WHERE clientId LIKE 'producer.%.logging' AND environment in ('staging','us-staging') FACET clientId, cluster, broker",True
1224373,Cron Restarts,18010535,Cron Restarts,SELECT count(createdAt) FROM K8sPodSample where apmApplicationNames like '%crontab|' and clusterName = 'ndgbr'  FACET apmApplicationNames,True
1227282,Docs test,19698574,Baseline Test,FROM Transaction SELECT count(*) WHERE appName = 'RPM Combined Production' FACET host.displayName,True
1240922,Corinne's Bug Bash Policy,22122621,kafka-cluster-monitor (stg-wavy-music) - Apdex,SELECT apdex(apm.service.apdex) FROM Metric WHERE entity.guid = 'MXxBUE18QVBQTElDQVRJT058NDk1MDI0MTE4' FACET entity.guid,True
1240922,Corinne's Bug Bash Policy,22122620,kafka-cluster-monitor (stg-wavy-music) - Error Percentage,SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) * 100 FROM Metric WHERE entity.guid = 'MXxBUE18QVBQTElDQVRJT058NDk1MDI0MTE4' FACET entity.guid,True
1240922,Corinne's Bug Bash Policy,18119599,My baseline bug bash condition,SELECT count(*) FROM Log WHERE `client_as_name` = '11 internet ag',False
1240922,Corinne's Bug Bash Policy,18119591,Test create condition for bug bash,SELECT count(*) FROM Log WHERE `client_ip` = '100.25.63.220',False
1240959,New Bug Bash Policy Corinne,18119728,fastly datacenter condition,SELECT count(*) FROM Log WHERE `fastly_datacenter` = 'AMS',False
1248368,Asia Test Policy Account 1,37027820,test,"SELECT filter(count(*), WHERE result = 'FAILED') AS 'Failures' FROM SyntheticCheck WHERE entityGuid IN ('MXxTWU5USHxNT05JVE9SfDA0NTM2ZWI5LTE3YmEtNDkwMi1hN2M1LTEyMDY2NDA4YmQwNg', 'MXxTWU5USHxNT05JVE9SfDA0NmI0NjUxLWUyYTUtNDRhZC04NGJlLTQyYzhkMzJiMGFlNw') FACET monitorName",True
1248368,Asia Test Policy Account 1,31037114,test,SELECT average(host.cpuPercent) as 'Cpu Usage' FROM Metric WHERE entity.guid IN ('MXxJTkZSQXxOQXwyMzIxMDgzOTY3NjExMzEyMDQ4') FACET entity.name,False
1248368,Asia Test Policy Account 1,24059142,test sum value function 4,SELECT count(*) FROM Transaction,False
1248368,Asia Test Policy Account 1,24059098,test sum value function 3,SELECT count(*) FROM Transaction,False
1248368,Asia Test Policy Account 1,24059023,test sum value function 2,SELECT count(*) FROM Transaction,False
1248368,Asia Test Policy Account 1,24058940,test sum value function,SELECT count(*) FROM Transaction,False
1248368,Asia Test Policy Account 1,24058933,test single value function,SELECT count(*) FROM Transaction,False
1248368,Asia Test Policy Account 1,24058929,test no value function,SELECT count(*) FROM Transaction,False
1248368,Asia Test Policy Account 1,20202276,test,SELECT count(*) FROM Transaction,False
1248368,Asia Test Policy Account 1,18226588,test condition,SELECT count(*) FROM Transaction,False
1267377,CoreSec Container Scan Failures,18611045,Trivy Scan GC Failure,SELECT count(*) FROM ContainerScan WHERE Source = 'Grand Central' AND ScanStatus = 'Error',True
1267377,CoreSec Container Scan Failures,18610731,Trivy Scan Non-GC Failure,"SELECT count(*) FROM ContainerScan WHERE Scanner = 'Trivy' AND Source IN ('Production', 'Kubernetes', 'Docker Hub')",True
1275544,Eric Metcalf's Test Policy,24974424,Custom Description Test,SELECT sum(rowcount) from AlertsTracer FACET query_name,False
1286443,Staging Kafka Producer Quotas - QUEX,19110086,DRL Quota - Near Limit,"SELECT max(produceByteRateSec/produceQuotaBytePerSec)*100 FROM KafkaClientStats FACET cluster WHERE clientId = 'producer.dirac-resource-limiter.dirac' AND cluster IN ('stg-celly-mcface-kafka','stg-floppy-dip-kafka','stg-graphic-design-kafka','stg-purple-price-kafka')",True
1286443,Staging Kafka Producer Quotas - QUEX,19110085,Newt Quota - Near Limit,"SELECT max(produceByteRateSec/produceQuotaBytePerSec)*100 FROM KafkaClientStats FACET cluster WHERE clientId = 'producer.filters.newt.dirac' AND cluster IN ('stg-celly-mcface-kafka','stg-floppy-dip-kafka','stg-graphic-design-kafka','stg-purple-price-kafka')",True
1314277,workloads-api-java staging,20013101,Kafka Consumers Missing on workload_update,SELECT uniqueCount(topicPartition) FROM KafkaConsumerLag WHERE topic = 'workload_update' AND group = 'workloads-api-update' AND cluster = 'staging' AND (consumerHost = 'UNKNOWN' OR consumerId = 'UNKNOWN') FACET topicPartition,True
1314277,workloads-api-java staging,20013100,Consumer Lag on workload_update,SELECT max(secondsLag) from KafkaConsumerLag where topic = 'workload_update' AND group = 'workloads-api-update' AND cluster = 'staging',True
1314277,workloads-api-java staging,20013096,CF Memory High,SELECT max(mem_usage_percent) as 'Mem (% of limit)' from cf_docker_container_memory WHERE service_name = 'workloads-api-java' AND environment = 'staging',True
1314277,workloads-api-java staging,20013092,CF Kill events,SELECT count(*) FROM cf_docker_event WHERE action = 'kill' AND signal = 9 AND service_name = 'workloads-api-java' AND environment = 'staging',True
1314277,workloads-api-java staging,20013091,CF OOM,SELECT count(*) FROM cf_docker_event WHERE action = 'oom' AND service_name = 'workloads-api-java' AND environment = 'staging',True
1314277,workloads-api-java staging,20013089,CF CPU High,SELECT (average(cpu_usage_core_count)/latest(cpu_quota)) as 'CpuQuotaPercentage' FROM cf_docker_container_cpu WHERE service_name = 'workloads-api-java' AND environment = 'staging',True
1326164,Alex's CAT Policy,20398929,Cats entering the door,"SELECT rate(count(apm.service.transaction.duration), 1 minute) as 'Web throughput' FROM Metric WHERE (entity.guid = 'MXxBUE18QVBQTElDQVRJT058Mjg2NzUxMjQw') AND (transactionType = 'Web')",True
1349358,[TEST] Linoy's policy,30750680,test,SELECT count(*) FROM Transaction WHERE appName = 'FoodMe-srw' AND error = true,True
1349358,[TEST] Linoy's policy,25279526,AlertsLifecyclePipelineStageEvents Baseline,SELECT count(*) from AlertsLifecyclePipelineStageEvents where status = 'success',False
1349358,[TEST] Linoy's policy,20680846,noise,SELECT count(*) FROM Log,True
1366046,Corinne's Production Recommendation Policy,22408149,kafka-tools-operator (stg-wild-heart) - Response Time (Web),SELECT average(apm.service.transaction.duration) FROM Metric WHERE entity.guid = 'MXxBUE18QVBQTElDQVRJT058NTM5MjE5MjEx' AND transactionType='Web' FACET entity.guid,True
1366046,Corinne's Production Recommendation Policy,22408148,kafka-tools-operator (stg-wild-heart) - Throughput (Web),SELECT count(apm.service.transaction.duration) FROM Metric WHERE entity.guid = 'MXxBUE18QVBQTElDQVRJT058NTM5MjE5MjEx' AND transactionType='Web' FACET entity.guid,True
1366046,Corinne's Production Recommendation Policy,20775922,secdex_engine Tasks (hstepanek dev environment) - Apdex,"SELECT apdex(newrelic.timeslice.value) FROM Metric WHERE entity.guid IN ('MXxBUE18QVBQTElDQVRJT058MjgxMTY0OTI1') AND metricTimesliceName = 'Apdex' FACET appName, entity.guid",False
1366046,Corinne's Production Recommendation Policy,20775921,secdex_engine Tasks (hstepanek dev environment) - Error Percentage,"SELECT ((filter(count(newrelic.timeslice.value), WHERE metricTimesliceName = 'Errors/all')) / (filter(count(newrelic.timeslice.value), WHERE metricTimesliceName IN ('HttpDispatcher','OtherTransaction/all')))) * 100 FROM Metric WHERE entity.guid IN ('MXxBUE18QVBQTElDQVRJT058MjgxMTY0OTI1') FACET appName, entity.guid",False
1382856,bainteg-zuora-publisher-production-alerts,20857629,future-order-sfdc-failures,SELECT count(*) as FAILED from BA_ZUORA_PUB_INTEGRATION_EVENT where env = 'PRODUCTION' and result = 'FAILED' and messageType = 'FUTURE_ORDER_PROCESSING' and retryCount >=3,False
1390518,IINTSmokeSignal30 ,20887988,IINTSmokeSignal30,SELECT count(*) FROM Log WHERE message='IINTSmokeSignal' AND service='iint-smoke-service',True
1407130,delete me,20974310,delete me 2,FROM Metric SELECT average(pub_sub_gateway_kafka_consumer_kafka_consumption_timer) WHERE pub_sub_gateway_kafka_consumer_kafka_consumption_timer is not NULL,True
1407130,delete me,20974231,delete me,SELECT count(*) FROM Log,True
1408610,CadeMe Policy,20986078,Too many errors!,"FROM Transaction SELECT percentage(count(*), WHERE error is false) AS 'Orders Without Errors' WHERE appName='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
1408610,CadeMe Policy,20986075,Response time high for 5 minutes,"FROM Transaction SELECT percentile(duration, 95) AS '95th Percentile' WHERE appName='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
1408610,CadeMe Policy,20986069,Throughput Low,FROM Transaction SELECT count(*) AS 'Orders' WHERE appName='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order',True
1430884,Beyond Cells staging Consumers Lag,36135838,Log consumer Consumer Lag,SELECT MAX(secondsLag) from KafkaConsumerLag WHERE group = 'beyond-log-consumer' AND environment='staging' AND cell != 'marathon' AND (clientId != 'NO_CONSUMER' AND offsetsLag > 60) FACET cell,True
1430884,Beyond Cells staging Consumers Lag,31785301,beyond-worker-aws-tags Lag,SELECT MAX(secondsLag) from KafkaConsumerLag WHERE group like 'beyond-worker-aws-tags%' AND environment='staging' AND cell != 'marathon' AND clientId != 'NO_CONSUMER' AND offsetsLag > 60 FACET cell,True
1430884,Beyond Cells staging Consumers Lag,31785300,beyond-worker-gcp Lag,SELECT MAX(secondsLag) from KafkaConsumerLag WHERE group like 'beyond-worker-gcp%' AND environment='staging' AND cell != 'marathon' AND clientId != 'NO_CONSUMER' AND offsetsLag > 60 FACET cell,True
1430884,Beyond Cells staging Consumers Lag,31785299,beyond-worker-azure Lag,SELECT MAX(secondsLag) from KafkaConsumerLag WHERE group like 'beyond-worker-azure%' AND environment='staging' AND cell != 'marathon' AND clientId != 'NO_CONSUMER' AND offsetsLag > 60 FACET cell,True
1430884,Beyond Cells staging Consumers Lag,31546644,beyond-metrics-processor Lag,SELECT MAX(secondsLag) from KafkaConsumerLag WHERE group = 'beyond-metrics-processor' AND environment='staging' AND cell != 'marathon' AND clientId != 'NO_CONSUMER' AND offsetsLag > 60 FACET cell,True
1430884,Beyond Cells staging Consumers Lag,28217016,azure Lag,SELECT MAX(secondsLag) from KafkaConsumerLag WHERE group like 'azure%' AND environment='staging' AND cell != 'marathon' AND clientId != 'NO_CONSUMER' AND offsetsLag > 60 FACET cell,True
1430884,Beyond Cells staging Consumers Lag,21936962,Cloudwatch Metric Streams processor Lag,SELECT MAX(secondsLag) from KafkaConsumerLag WHERE group = 'beyond-metrics-stream-processor' AND environment='staging' AND cell != 'marathon' AND clientId != 'NO_CONSUMER' AND offsetsLag > 60 FACET cell,True
1436251,Demo ,21970997,Test,SELECT count(*) FROM TransactionError ,True
1439994,Mysql default alert policy,21997509,Questions per Second,FROM MysqlSample SELECT average(query.questionsPerSecond),False
1439994,Mysql default alert policy,21997508,Max Connection Errors per Second,FROM MysqlSample SELECT max(net.connectionErrorsMaxConnectionsPerSecond) FACET displayName,False
1439994,Mysql default alert policy,21997507,Innodb Pending Reads and Writes,FROM MysqlSample SELECT max(db.innodb.dataPendingReads) + max(db.innodb.dataPendingWrites) FACET displayName,False
1439994,Mysql default alert policy,21997506,Slow Queries per Second,FROM MysqlSample SELECT average(query.slowQueriesPerSecond) FACET displayName,False
1440257,Elasticsearch default alert policy,21997836,Query Load Baseline,FROM ElasticsearchCommonSample SELECT max(primaries.queryActive),False
1440257,Elasticsearch default alert policy,21997835,Cluster Health,FROM ElasticsearchClusterSample SELECT uniqueCount(displayName) WHERE cluster.status = 'red' FACET displayName,False
1440257,Elasticsearch default alert policy,21997834,Index Health,"FROM ElasticsearchIndexSample SELECT uniqueCount(displayName) WHERE index.health = 'red' FACET hostname, displayName",False
1440257,Elasticsearch default alert policy,21997833,Flush Latency Threshold,FROM ElasticsearchCommonSample SELECT (latest(primaries.flushesTotal) - earliest(primaries.flushesTotal))/(latest(primaries.flushTotalTimeInMilliseconds) - earliest(primaries.flushTotalTimeInMilliseconds)) FACET hostname,False
1440257,Elasticsearch default alert policy,21997832,JVM Heap Utilization Percent,FROM ElasticsearchNodeSample SELECT max(jvm.mem.heapUsed) FACET hostname,False
1440257,Elasticsearch default alert policy,21997831,Indexing Latency Threshold,FROM ElasticsearchCommonSample SELECT (latest(primaries.index.docsCurrentlyIndexing) - earliest(primaries.index.docsCurrentlyIndexing))/(latest(primaries.index.docsCurrentlyIndexingInMilliseconds) - earliest(primaries.index.docsCurrentlyIndexingInMilliseconds)) FACET hostname,False
1440257,Elasticsearch default alert policy,21997830,FS Utilization Percent,FROM ElasticsearchNodeSample SELECT (latest(fs.totalSizeInBytes)-latest(fs.unallocatedBytesInBYtes))/latest(fs.totalSizeInBytes)*100 FACET hostname,False
1440461,Testmodule default alert policy,28829258,Food Me JRF - Success Alert,"FROM Metric SELECT 100 - clamp_max(sum(newrelic.sli.good) / sum(newrelic.sli.valid) * 100, 100) as 'SLI compliance'  WHERE sli.guid = 'MXxFWFR8U0VSVklDRV9MRVZFTHwzNzE0NzA'",True
1445086,Kafka default alert policy,22017143,Kafka Partition Max CPU Utilization (us-junior-brick),FROM KafkaBrokerPartitionStats SELECT max(cpuUtilizationPercentage) WHERE cluster = 'us-junior-brick-kafka' AND topic is NOT NULL AND isLeader SINCE 5 minutes ago,False
1445086,Kafka default alert policy,22017142,Kafka Partition Max CPU Utilization (us-alive-tent),FROM KafkaBrokerPartitionStats SELECT max(cpuUtilizationPercentage) WHERE cluster = 'us-alive-tent-kafka' AND topic is NOT NULL AND isLeader SINCE 5 minutes ago,False
1445086,Kafka default alert policy,22017141,Kafka Partition Max CPU Utilization (us-elated-science),FROM KafkaBrokerPartitionStats SELECT max(cpuUtilizationPercentage) WHERE cluster = 'us-elated-science-kafka' AND topic is NOT NULL AND isLeader SINCE 5 minutes ago,False
1445086,Kafka default alert policy,22017140,Kafka Partition Max CPU Utilization (us-famous-house),FROM KafkaBrokerPartitionStats SELECT max(cpuUtilizationPercentage) WHERE cluster = 'us-famous-house-kafka' AND topic is NOT NULL AND isLeader SINCE 5 minutes ago,False
1445086,Kafka default alert policy,22017139,Kafka Partition Max CPU Utilization (us-classic-bell),FROM KafkaBrokerPartitionStats SELECT max(cpuUtilizationPercentage) WHERE cluster = 'us-classic-bell-kafka' AND topic is NOT NULL AND isLeader SINCE 5 minutes ago,False
1445086,Kafka default alert policy,22017138,Kafka Partition Max CPU Utilization (us-flat-crack),FROM KafkaBrokerPartitionStats SELECT max(cpuUtilizationPercentage) WHERE cluster = 'us-flat-crack-kafka' AND topic is NOT NULL AND isLeader SINCE 5 minutes ago,False
1445086,Kafka default alert policy,22017137,Kafka Partition Max CPU Utilization (us-large-zoo),FROM KafkaBrokerPartitionStats SELECT max(cpuUtilizationPercentage) WHERE cluster = 'us-large-zoo-kafka' AND topic is NOT NULL AND isLeader SINCE 5 minutes ago,False
1445086,Kafka default alert policy,22017136,Kafka Partition Max CPU Utilization (us-caring-sail),FROM KafkaBrokerPartitionStats SELECT max(cpuUtilizationPercentage) WHERE cluster = 'us-caring-sail-kafka' AND topic is NOT NULL AND isLeader SINCE 5 minutes ago,False
